miRNA_ID	Target_ID
hsa-miR-7-5p	ENSG00000158480
hsa-miR-7-5p	ENSG00000102743
hsa-miR-148a-3p	ENSG00000186566
hsa-miR-148a-3p	ENSG00000096092
hsa-miR-148a-3p	ENSG00000140350
hsa-miR-148a-3p	ENSG00000174903
hsa-miR-148a-3p	ENSG00000166598
hsa-miR-148a-3p	ENSG00000101346
hsa-miR-148a-3p	ENSG00000197381
hsa-miR-148a-3p	ENSG00000164405
hsa-miR-148a-3p	ENSG00000136158
hsa-miR-148a-3p	ENSG00000152520
hsa-miR-148a-3p	ENSG00000120071
hsa-miR-148a-3p	ENSG00000180447
hsa-miR-148a-3p	ENSG00000088179
hsa-miR-148a-3p	ENSG00000146757
hsa-miR-148a-3p	ENSG00000084733
hsa-miR-148a-3p	ENSG00000164329
hsa-miR-148a-3p	ENSG00000004961
hsa-miR-148a-3p	ENSG00000062650
hsa-miR-148a-3p	ENSG00000072415
hsa-miR-148a-3p	ENSG00000188033
hsa-miR-148a-3p	ENSG00000206418
hsa-miR-148a-3p	ENSG00000069966
hsa-miR-148a-3p	ENSG00000143553
hsa-miR-148a-3p	ENSG00000110801
hsa-miR-148a-3p	ENSG00000213186
hsa-miR-148a-3p	ENSG00000264364
hsa-miR-148a-3p	ENSG00000138593
hsa-miR-148a-3p	ENSG00000163155
hsa-miR-148a-3p	ENSG00000163346
hsa-miR-148a-3p	ENSG00000104643
hsa-miR-148a-3p	ENSG00000162616
hsa-miR-148a-3p	ENSG00000133059
hsa-miR-148a-3p	ENSG00000143815
hsa-miR-148a-3p	ENSG00000122778
hsa-miR-148a-3p	ENSG00000157540
hsa-miR-148a-3p	ENSG00000155111
hsa-miR-148a-3p	ENSG00000109113
hsa-miR-148a-3p	ENSG00000113369
hsa-miR-148a-3p	ENSG00000171867
hsa-miR-148a-3p	ENSG00000037965
hsa-miR-148a-3p	ENSG00000175348
hsa-miR-148a-3p	ENSG00000123094
hsa-miR-148a-3p	ENSG00000132640
hsa-miR-148a-3p	ENSG00000090905
hsa-miR-148a-3p	ENSG00000187231
hsa-miR-148a-3p	ENSG00000101224
hsa-miR-199a-5p	ENSG00000105974
hsa-miR-548o-3p	ENSG00000122692
hsa-miR-181a-2-3p	ENSG00000117713
hsa-miR-92a-1-5p	ENSG00000122952
hsa-miR-92a-1-5p	ENSG00000107937
hsa-miR-92a-1-5p	ENSG00000196230
hsa-miR-92a-1-5p	ENSG00000166851
hsa-miR-92a-1-5p	ENSG00000181856
hsa-miR-92a-1-5p	ENSG00000181991
hsa-miR-92a-1-5p	ENSG00000176055
hsa-miR-25-5p	ENSG00000079616
hsa-miR-345-5p	ENSG00000113318
hsa-miR-345-5p	ENSG00000198046
hsa-miR-345-5p	ENSG00000105669
hsa-miR-345-5p	ENSG00000173674
hsa-miR-345-5p	ENSG00000198231
hsa-miR-345-5p	ENSG00000163872
hsa-miR-345-5p	ENSG00000227057
hsa-miR-7-5p	ENSG00000197312
hsa-miR-7-5p	ENSG00000132424
hsa-miR-7-5p	ENSG00000007968
hsa-miR-7-5p	ENSG00000048471
hsa-miR-7-5p	ENSG00000179021
hsa-miR-7-5p	ENSG00000100129
hsa-miR-7-5p	ENSG00000079246
hsa-miR-7-5p	ENSG00000130699
hsa-miR-7-5p	ENSG00000086598
hsa-miR-7-5p	ENSG00000108424
hsa-miR-7-5p	ENSG00000131747
hsa-miR-7-5p	ENSG00000006451
hsa-miR-7-5p	ENSG00000124217
hsa-miR-7-5p	ENSG00000115525
hsa-miR-7-5p	ENSG00000168813
hsa-miR-7-5p	ENSG00000111832
hsa-miR-7-5p	ENSG00000134453
hsa-miR-7-5p	ENSG00000134369
hsa-miR-148a-3p	ENSG00000139726
hsa-miR-148a-3p	ENSG00000062725
hsa-miR-148a-3p	ENSG00000059804
hsa-miR-148a-3p	ENSG00000076201
hsa-miR-148a-3p	ENSG00000075415
hsa-miR-148a-3p	ENSG00000134982
hsa-miR-148a-3p	ENSG00000173905
hsa-miR-148a-3p	ENSG00000005810
hsa-miR-148a-3p	ENSG00000170606
hsa-miR-148a-3p	ENSG00000142784
hsa-miR-148a-3p	ENSG00000189403
hsa-miR-148a-3p	ENSG00000085511
hsa-miR-148a-3p	ENSG00000170185
hsa-miR-148a-3p	ENSG00000147140
hsa-miR-148a-3p	ENSG00000118816
hsa-miR-148a-3p	ENSG00000178999
hsa-miR-199a-5p	ENSG00000096717
hsa-miR-3187-3p	ENSG00000189159
hsa-miR-3187-3p	ENSG00000136279
hsa-miR-7-5p	ENSG00000100811
hsa-miR-199a-5p	ENSG00000044574
hsa-miR-199a-5p	ENSG00000118217
hsa-miR-199a-5p	ENSG00000178607
hsa-miR-7-5p	ENSG00000145604
hsa-miR-148a-3p	ENSG00000169884
hsa-miR-199a-5p	ENSG00000133116
hsa-miR-148a-3p	ENSG00000111276
hsa-miR-148a-3p	ENSG00000106366
hsa-miR-148a-3p	ENSG00000105855
hsa-miR-148a-3p	ENSG00000160293
hsa-miR-148a-3p	ENSG00000161638
hsa-miR-148a-3p	ENSG00000067900
hsa-miR-148a-3p	ENSG00000020633
hsa-miR-7-5p	ENSG00000117461
hsa-miR-199a-5p	ENSG00000130203
hsa-miR-199a-5p	ENSG00000140403
hsa-miR-148a-3p	ENSG00000175387
hsa-miR-199a-5p	ENSG00000065361
hsa-miR-7-5p	ENSG00000166340
hsa-miR-148a-3p	ENSG00000059145
hsa-miR-199a-5p	ENSG00000039068
hsa-miR-148a-3p	ENSG00000105976
hsa-miR-7-5p	ENSG00000196584
hsa-miR-7-5p	ENSG00000136826
hsa-miR-548am-3p	ENSG00000150593
hsa-miR-3662	ENSG00000150593
hsa-miR-576-3p	ENSG00000150347
hsa-miR-216a-3p	ENSG00000166224
hsa-miR-148a-3p	ENSG00000138180
hsa-miR-576-3p	ENSG00000149313
hsa-miR-216a-3p	ENSG00000265972
hsa-miR-345-5p	ENSG00000069482
hsa-miR-148a-3p	ENSG00000110917
hsa-miR-216b-5p	ENSG00000143674
hsa-miR-216a-3p	ENSG00000183283
hsa-miR-548o-3p	ENSG00000169504
hsa-miR-345-5p	ENSG00000094916
hsa-miR-3117-3p	ENSG00000111540
hsa-miR-3187-3p	ENSG00000139266
hsa-miR-3662	ENSG00000174574
hsa-miR-576-3p	ENSG00000092208
hsa-miR-3662	ENSG00000165527
hsa-miR-199a-5p	ENSG00000123091
hsa-miR-3662	ENSG00000123091
hsa-miR-3662	ENSG00000169926
hsa-miR-3662	ENSG00000175265
hsa-miR-3662	ENSG00000090905
hsa-miR-3662	ENSG00000176953
hsa-miR-3662	ENSG00000102974
hsa-miR-216a-3p	ENSG00000140836
hsa-miR-3662	ENSG00000261609
hsa-miR-3662	ENSG00000141503
hsa-miR-216a-3p	ENSG00000141179
hsa-miR-335-3p	ENSG00000136450
