miRNA_ID	Target_ID
hsa-miR-3065-5p	ENSG00000163867
hsa-miR-495-3p	ENSG00000185278
hsa-miR-495-3p	ENSG00000100731
hsa-miR-495-3p	ENSG00000178033
hsa-miR-1275	ENSG00000169714
hsa-miR-3065-5p	ENSG00000161204
hsa-miR-4488	ENSG00000214113
hsa-miR-4488	ENSG00000180730
hsa-miR-4488	ENSG00000112852
hsa-miR-3065-5p	ENSG00000124207
hsa-miR-3065-5p	ENSG00000136243
hsa-miR-1275	ENSG00000006638
hsa-miR-1229-3p	ENSG00000111412
hsa-miR-1229-3p	ENSG00000180530
hsa-miR-4488	ENSG00000071553
hsa-miR-495-3p	ENSG00000161929
hsa-miR-495-3p	ENSG00000131747
hsa-miR-1229-3p	ENSG00000168763
hsa-miR-1275	ENSG00000163875
hsa-miR-1229-3p	ENSG00000188283
hsa-miR-3065-5p	ENSG00000138674
hsa-miR-1275	ENSG00000183196
hsa-miR-1229-3p	ENSG00000169807
hsa-miR-1229-3p	ENSG00000169789
hsa-miR-3065-5p	ENSG00000142444
hsa-miR-495-3p	ENSG00000106299
hsa-miR-495-3p	ENSG00000152332
hsa-miR-495-3p	ENSG00000143337
hsa-miR-495-3p	ENSG00000135048
hsa-miR-495-3p	ENSG00000122126
hsa-miR-3065-5p	ENSG00000167378
hsa-miR-495-3p	ENSG00000186834
hsa-miR-3065-5p	ENSG00000172380
hsa-miR-3065-5p	ENSG00000138018
hsa-miR-495-3p	ENSG00000169714
hsa-miR-3065-5p	ENSG00000140320
hsa-miR-495-3p	ENSG00000136295
hsa-miR-4488	ENSG00000008735
hsa-miR-1229-3p	ENSG00000050426
hsa-miR-1229-3p	ENSG00000204713
hsa-miR-1229-3p	ENSG00000156096
hsa-miR-1275	ENSG00000160551
hsa-miR-495-3p	ENSG00000132326
hsa-miR-3065-5p	ENSG00000197498
hsa-miR-1275	ENSG00000107957
hsa-miR-3065-5p	ENSG00000164626
hsa-miR-495-3p	ENSG00000196584
hsa-miR-3065-5p	ENSG00000097096
hsa-miR-1229-3p	ENSG00000131653
hsa-miR-3065-5p	ENSG00000172840
hsa-miR-3065-5p	ENSG00000103264
hsa-miR-4488	ENSG00000130165
hsa-miR-495-3p	ENSG00000273274
hsa-miR-1275	ENSG00000167733
hsa-miR-1229-3p	ENSG00000111642
hsa-miR-3065-5p	ENSG00000163513
hsa-miR-495-3p	ENSG00000163513
hsa-miR-3065-5p	ENSG00000182968
hsa-miR-495-3p	ENSG00000144560
hsa-miR-1229-3p	ENSG00000112658
hsa-miR-3065-5p	ENSG00000173253
hsa-miR-1229-3p	ENSG00000125779
hsa-miR-3065-5p	ENSG00000104177
hsa-miR-1229-3p	ENSG00000168461
hsa-miR-495-3p	ENSG00000251349
hsa-miR-495-3p	ENSG00000129460
hsa-miR-495-3p	ENSG00000072310
hsa-miR-1229-3p	ENSG00000010244
hsa-miR-3065-5p	ENSG00000168421
hsa-miR-1229-3p	ENSG00000205057
hsa-miR-495-3p	ENSG00000241697
hsa-miR-1229-3p	ENSG00000213551
hsa-miR-3065-5p	ENSG00000007908
hsa-miR-3065-5p	ENSG00000006007
hsa-miR-495-3p	ENSG00000141076
hsa-miR-495-3p	ENSG00000164136
hsa-miR-1229-3p	ENSG00000177469
hsa-miR-1229-3p	ENSG00000203778
hsa-miR-495-3p	ENSG00000108691
hsa-miR-495-3p	ENSG00000020633
hsa-miR-495-3p	ENSG00000142208
hsa-miR-495-3p	ENSG00000149948
hsa-miR-495-3p	ENSG00000085563
hsa-miR-1229-3p	ENSG00000137642
hsa-miR-1229-3p	ENSG00000167680
hsa-miR-1229-3p	ENSG00000188295
hsa-miR-1275	ENSG00000161203
hsa-miR-1275	ENSG00000141522
hsa-miR-1275	ENSG00000128989
hsa-miR-1275	ENSG00000161664
hsa-miR-1275	ENSG00000123472
hsa-miR-1275	ENSG00000274070
hsa-miR-1275	ENSG00000120885
hsa-miR-1275	ENSG00000149532
hsa-miR-1275	ENSG00000169738
hsa-miR-1275	ENSG00000205250
hsa-miR-1275	ENSG00000156860
hsa-miR-1275	ENSG00000105701
hsa-miR-1275	ENSG00000055118
hsa-miR-1275	ENSG00000105357
hsa-miR-1275	ENSG00000008441
hsa-miR-1275	ENSG00000064300
hsa-miR-1275	ENSG00000205922
hsa-miR-1275	ENSG00000225190
hsa-miR-1275	ENSG00000197746
hsa-miR-1275	ENSG00000119383
hsa-miR-1275	ENSG00000198858
hsa-miR-1275	ENSG00000138593
hsa-miR-1275	ENSG00000163904
hsa-miR-1275	ENSG00000175793
hsa-miR-1275	ENSG00000101109
hsa-miR-1275	ENSG00000100647
hsa-miR-1275	ENSG00000055070
hsa-miR-1275	ENSG00000171729
hsa-miR-1275	ENSG00000121900
hsa-miR-1275	ENSG00000159202
hsa-miR-1275	ENSG00000198258
hsa-miR-1275	ENSG00000108312
hsa-miR-1275	ENSG00000128016
hsa-miR-3065-5p	ENSG00000204256
hsa-miR-3065-5p	ENSG00000105656
hsa-miR-3065-5p	ENSG00000120137
hsa-miR-3065-5p	ENSG00000063244
hsa-miR-4488	ENSG00000139567
hsa-miR-4488	ENSG00000160014
hsa-miR-4488	ENSG00000183741
hsa-miR-4488	ENSG00000124762
hsa-miR-4488	ENSG00000120885
hsa-miR-4488	ENSG00000178531
hsa-miR-4488	ENSG00000128191
hsa-miR-4488	ENSG00000090776
hsa-miR-4488	ENSG00000156860
hsa-miR-4488	ENSG00000101216
hsa-miR-4488	ENSG00000114353
hsa-miR-4488	ENSG00000136720
hsa-miR-4488	ENSG00000130592
hsa-miR-4488	ENSG00000130479
hsa-miR-4488	ENSG00000135900
hsa-miR-4488	ENSG00000148411
hsa-miR-4488	ENSG00000167566
hsa-miR-4488	ENSG00000104419
hsa-miR-4488	ENSG00000186575
hsa-miR-4488	ENSG00000100142
hsa-miR-4488	ENSG00000052344
hsa-miR-4488	ENSG00000108107
hsa-miR-4488	ENSG00000031698
hsa-miR-4488	ENSG00000100241
hsa-miR-4488	ENSG00000103257
hsa-miR-4488	ENSG00000088826
hsa-miR-4488	ENSG00000158480
hsa-miR-4488	ENSG00000106089
hsa-miR-4488	ENSG00000090447
hsa-miR-4488	ENSG00000141580
hsa-miR-4488	ENSG00000100403
hsa-miR-495-3p	ENSG00000205208
hsa-miR-495-3p	ENSG00000111837
hsa-miR-1229-3p	ENSG00000161204
hsa-miR-1229-3p	ENSG00000111639
hsa-miR-1229-3p	ENSG00000136463
hsa-miR-1275	ENSG00000012061
hsa-miR-1275	ENSG00000148834
hsa-miR-1275	ENSG00000215021
hsa-miR-1275	ENSG00000137076
hsa-miR-1275	ENSG00000198792
hsa-miR-3065-5p	ENSG00000167193
hsa-miR-3065-5p	ENSG00000171451
hsa-miR-3065-5p	ENSG00000173113
hsa-miR-4488	ENSG00000012061
hsa-miR-4488	ENSG00000141349
hsa-miR-4488	ENSG00000006007
hsa-miR-4488	ENSG00000178202
hsa-miR-4488	ENSG00000101115
hsa-miR-4488	ENSG00000126903
hsa-miR-495-3p	ENSG00000163492
hsa-miR-495-3p	ENSG00000010278
hsa-miR-495-3p	ENSG00000136267
hsa-miR-495-3p	ENSG00000103319
hsa-miR-495-3p	ENSG00000152147
hsa-miR-495-3p	ENSG00000092199
hsa-miR-495-3p	ENSG00000160712
hsa-miR-495-3p	ENSG00000135002
hsa-miR-1229-3p	ENSG00000143458
hsa-miR-1229-3p	ENSG00000176049
hsa-miR-1229-3p	ENSG00000100804
hsa-miR-1229-3p	ENSG00000129625
hsa-miR-1229-3p	ENSG00000143740
hsa-miR-3065-5p	ENSG00000115977
hsa-miR-3065-5p	ENSG00000111670
hsa-miR-3065-5p	ENSG00000119912
hsa-miR-3065-5p	ENSG00000163818
hsa-miR-3065-5p	ENSG00000104643
hsa-miR-3065-5p	ENSG00000167371
hsa-miR-3065-5p	ENSG00000181264
hsa-miR-3065-5p	ENSG00000198182
hsa-miR-3065-5p	ENSG00000181450
hsa-miR-495-3p	ENSG00000159251
hsa-miR-495-3p	ENSG00000104643
hsa-miR-495-3p	ENSG00000167371
hsa-miR-1275	ENSG00000117036
hsa-miR-4488	ENSG00000160117
hsa-miR-4488	ENSG00000161010
hsa-miR-495-3p	ENSG00000144524
hsa-miR-1229-3p	ENSG00000113327
hsa-miR-1229-3p	ENSG00000099917
hsa-miR-1229-3p	ENSG00000157502
hsa-miR-1229-3p	ENSG00000173744
hsa-miR-1229-3p	ENSG00000077264
hsa-miR-1229-3p	ENSG00000119862
hsa-miR-1229-3p	ENSG00000155966
hsa-miR-1229-3p	ENSG00000120251
